,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1875,6506176139,3297,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,8,8,8,2001
1876,6506684935,3298,0,2007,0,0,0,0,0,0,0,0,1,1,1,3,3,3,6,16,18,18,18,18,18,18,18,18,18,18,18,18,18,1998
1878,7003323900,3306,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
1880,6701854471,3308,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,19,19,19,19,31,31,31,31,31,31,31,31,1996
1883,57193763217,3313,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2003
1885,7006185284,3314,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,2010
1886,55893287300,3315,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,10,10,1997
1887,56124401100,3316,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,11,11,11,11,11,1990
1889,7003348642,3318,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,13,17,19,26,36,41,41,51,51,1992
1891,6701552348,3319,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1990
1893,7402999844,3321,0,2015,0,0,0,0,0,0,0,0,0,0,0,3,6,17,17,18,22,25,28,43,47,57,58,62,64,66,66,70,70,1995
1894,7005053495,3322,0,2007,0,0,0,0,0,0,5,5,14,14,14,16,22,22,36,48,54,55,55,55,58,58,58,58,58,58,58,58,58,1991
1895,9277375200,3323,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2005
1897,6701564022,3324,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,1991
1899,8945469800,3325,0,2013,0,0,1,1,1,1,1,1,1,1,3,3,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,1992
1902,25621868300,3329,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,17,34,39,43,49,52,56,2009
1904,8375395900,3331,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,27,27,27,27,27,27,27,2005
1907,23477621100,3333,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,17,17,17,17,17,17,17,17,17,17,17,1997
1908,16642110600,3334,0,2010,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,12,12,12,14,14,20,20,29,29,29,2003
1913,6604028749,3339,0,2006,0,0,0,0,0,3,4,4,6,8,9,9,11,14,17,21,23,23,25,26,26,28,30,31,31,34,36,36,36,1994
1914,6507566066,3341,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2003
1917,7003360140,3344,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,45,60,60,60,60,60,60,60,74,78,1997
1921,7003327926,3347,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1993
1922,9733777700,3349,0,2014,0,0,0,0,0,0,0,0,0,0,0,4,4,11,13,20,37,37,37,37,49,51,51,51,51,51,51,54,54,2001
1923,55916699000,335,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,8,8,8,8,8,8,8,1994
1925,6603929176,3350,0,2008,0,0,0,0,0,0,3,5,5,6,6,12,14,14,14,16,18,19,19,19,19,19,19,19,19,19,19,19,19,1994
1928,7006840683,3355,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
1929,55945478700,3356,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,13,13,13,13,13,13,13,13,13,1998
1931,6602681939,3357,0,2014,0,0,0,0,0,0,0,2,2,2,2,2,2,4,7,7,9,10,11,11,12,14,17,20,20,20,20,20,20,1996
1932,6701608471,3359,0,2010,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1995
1933,6602640853,336,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2000
1934,6507098791,3361,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1990
1937,15753269400,3366,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2003
1940,7007035826,3370,0,2014,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1991
1941,7006015230,3372,0,2006,0,5,10,11,13,22,28,36,38,41,59,90,101,120,134,169,176,182,198,223,241,302,317,363,400,484,498,526,535,1991
1942,9632798400,3373,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,8,8,13,13,13,23,23,2002
1943,6603135947,3374,0,2008,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,15,15,15,15,1997
1944,6603571571,3375,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,13,13,14,1993
1945,7004469015,3376,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,15,15,15,15,17,19,2002
1946,57204336425,3377,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1990
1948,7003512900,3379,0,2008,0,0,0,0,0,0,0,3,4,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,1997
1950,24328865000,338,0,2014,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,8,8,8,8,8,11,13,13,14,14,14,1997
1952,6505903630,3380,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004
1953,16318863900,3381,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,2007
1954,7006756778,3382,0,2011,0,0,0,0,3,7,7,7,7,12,12,12,14,15,15,18,18,21,21,21,23,23,24,24,24,24,24,24,24,1992
1956,57194988419,3386,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,27,27,27,27,38,38,38,38,38,2005
1957,56096966200,3387,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,10,13,13,13,13,13,2000
1958,56021474200,3389,0,2009,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,6,7,9,9,10,10,13,15,15,15,19,1999
1959,14049890700,339,0,2015,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,2006
1960,23975457300,3390,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,10,10,11,28,28,58,61,64,67,2006
1962,7101892257,3392,0,2007,0,0,0,0,0,0,0,0,0,0,9,9,14,14,14,14,25,34,34,39,39,46,60,78,78,78,78,78,78,2000
1963,23005681600,3393,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,7,7,7,7,7,7,2004
1964,22733477300,3395,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,8,8,11,12,15,17,17,17,17,17,17,2003
1965,7005964800,3396,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,2002
1966,55917030600,3397,0,2008,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1992
1967,6508022939,3398,0,2014,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,9,10,17,22,24,24,25,26,26,26,26,26,26,1996
1968,6603040843,3399,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1993
1969,7801425508,34,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1999
1970,7007080628,340,0,2005,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1991
1972,56036228000,3404,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,35,48,49,49,49,1992
1973,16833439500,3405,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2007
1974,35742803600,3406,0,2008,0,0,0,0,2,2,3,3,15,15,18,18,18,18,20,26,31,42,55,60,70,79,94,103,120,126,129,131,132,1992
1976,7005607656,3409,0,2012,7,12,15,24,25,27,27,34,35,38,41,43,48,48,50,64,65,66,66,70,70,70,71,71,71,71,71,71,71,1990
1977,6602349012,3413,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,13,13,15,15,15,15,15,15,15,15,2005
1979,7004505766,3414,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,1998
1980,6602621766,3415,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,11,11,11,11,11,11,11,2001
1983,55934640900,3421,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1995
1984,6603672495,3422,0,2006,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1990
1986,6602430952,3426,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1993
1988,7004028879,3429,0,2012,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1995
1992,16425629100,3435,0,2014,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,5,5,5,5,5,8,9,9,12,12,14,14,19,19,2000
1994,9742683000,3436,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,40,45,45,45,45,45,45,45,45,45,45,45,2001
1995,6507892784,3438,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,2002
1996,14042896500,3439,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2009
1999,22036578100,3441,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,16,16,16,16,16,16,16,16,2008
2001,56001108800,3442,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,7,7,7,7,1998
2002,7103357810,3443,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1994
2004,14023929200,3444,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,7,7,11,11,12,12,14,23,27,2006
2005,22982307100,3447,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2004
2014,7006537399,3454,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,16,16,16,19,19,19,19,19,19,1999
2017,7004004863,3458,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,14,21,28,36,36,41,44,44,44,44,46,46,51,56,56,56,56,1994
2018,7404678779,346,0,2007,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
2021,6604024069,3462,0,2015,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1995
2025,57196772690,3466,0,2011,0,0,0,0,0,0,3,3,3,3,3,3,4,7,7,7,7,9,10,10,10,13,14,16,16,16,16,16,16,1990
2028,24067418000,3469,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,19,19,19,19,27,27,2007
2029,6602316505,3470,0,2011,0,0,0,0,2,2,2,2,2,4,4,7,12,12,14,16,22,32,32,39,41,41,44,44,44,48,54,54,57,1999
2032,7006367524,3478,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,16,16,16,16,1990
2033,56240061400,3479,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,7,11,11,14,14,14,14,14,14,14,14,2002
2034,7003706016,348,0,2005,0,0,0,0,0,0,0,0,0,1,1,4,4,19,26,26,26,26,26,26,43,46,46,47,47,51,51,51,51,1999
2035,37105469100,3480,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997
2037,6603849325,3485,0,2014,0,0,0,0,0,0,2,2,3,3,3,5,7,16,19,19,39,39,49,55,59,68,73,74,81,81,81,81,81,1993
2038,7103084110,3486,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,11,1995
2039,6603761819,3487,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,15,15,15,31,46,46,46,46,46,46,46,46,59,1992
2041,6603476855,3488,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1992
2043,7003497263,3493,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,10,12,12,12,12,12,13,13,13,13,1990
2044,56033360600,3496,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,2001
2045,10042841200,3498,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1998
2047,7005311611,35,0,2014,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,2000
2050,7006389949,3506,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1990
2052,56273406700,3507,0,2015,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,1991
2055,7005747894,351,0,2011,0,0,7,7,7,7,7,7,10,10,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19,19,19,19,1990
2059,6507190340,3513,0,2006,0,0,0,0,0,0,0,0,0,8,9,9,9,12,13,13,13,15,17,21,21,22,32,38,40,43,43,43,44,1999
2060,13205710300,3514,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
2062,35467815400,3516,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,53,53,53,53,73,2006
2064,7003386867,3517,0,2012,0,0,0,0,0,0,0,0,0,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1999
2065,6603756458,3518,0,2012,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,1994
2067,6602819261,3519,0,2004,0,0,0,1,1,1,1,3,3,3,3,3,5,5,8,9,9,22,25,31,47,49,52,54,60,70,72,76,77,1993
2072,22633483800,3524,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,5,5,7,7,7,7,7,7,1996
2074,7102604156,3526,0,2013,2,2,2,2,2,2,4,8,10,12,12,17,21,22,22,28,29,30,32,36,37,37,45,51,55,66,100,101,106,1990
2076,7003280098,3528,0,2011,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1994
2081,6603700260,3536,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1996
2082,24729055800,3543,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,26,26,26,30,30,36,36,36,2001
2084,6603287743,3544,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,9,9,9,1996
2086,6602491569,3545,0,2015,0,0,0,0,0,0,0,0,0,2,2,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1999
2088,14032097800,3546,0,2014,0,0,2,2,2,2,3,3,3,3,3,3,3,11,11,11,16,16,16,22,23,26,32,32,34,40,42,42,42,1992
2089,6601970604,3549,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,28,35,35,35,49,49,49,64,75,75,84,84,1999
2091,7006976279,355,0,2010,0,0,0,0,0,0,0,0,1,1,1,4,4,6,8,8,10,10,10,10,10,18,19,22,22,22,22,22,22,1990
2092,7004439441,3551,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,1990
2095,6508344086,3556,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1998
2097,56097141300,3557,0,2009,0,0,0,0,0,0,9,9,15,23,23,31,39,43,43,55,55,55,65,67,70,70,70,70,70,70,70,70,70,1990
2101,7003667083,3561,0,2012,0,1,3,3,3,3,5,7,9,9,11,11,19,22,23,24,27,31,32,41,44,44,44,52,53,58,62,62,65,1991
2103,7005382913,3562,0,2014,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,19,19,22,22,27,27,27,27,27,27,29,36,36,36,1998
2105,6603761021,3564,0,2011,0,0,0,0,0,0,0,0,3,3,3,4,6,6,6,6,8,10,11,13,16,17,19,19,21,21,25,25,26,1997
2107,6701770661,3567,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,8,8,8,1996
2109,6506013994,3568,0,2005,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
2111,6603181191,3570,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2000
2113,7006103021,3572,0,2010,0,0,0,0,5,5,5,5,8,9,17,17,18,18,20,20,20,20,20,24,25,25,25,25,26,26,26,26,26,1990
2115,7004181966,3577,0,2010,0,0,0,0,0,0,0,0,0,13,22,23,31,37,37,39,39,39,49,64,78,79,85,90,92,97,97,107,125,1993
2117,13410862300,3579,0,2013,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,10,10,10,12,12,15,15,18,18,19,20,20,20,1998
2119,55045788500,3580,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,6,9,15,17,17,17,17,1994
2121,6603730065,3583,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1993
2123,6603490041,3584,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,12,12,12,12,12,12,16,16,16,16,16,16,16,2003
2125,7402648649,3587,0,2012,0,0,0,2,2,4,4,6,7,8,8,11,14,17,18,18,22,22,25,25,25,39,39,42,45,46,46,46,50,1993
2128,7004142106,3589,0,2007,0,0,0,0,0,0,0,0,9,9,9,37,37,39,39,55,59,59,59,62,62,67,71,76,76,76,76,76,76,1993
2130,7004397211,3591,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1990
2132,6506964554,3592,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1996
2135,6603790340,36,0,2007,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,6,8,8,8,8,8,8,8,8,8,8,8,8,8,1994
2137,35742803600,3601,0,2010,0,0,0,0,2,2,3,3,15,15,18,18,18,18,20,26,31,42,55,60,70,79,94,103,120,126,129,131,132,1992
2138,7005944861,3604,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1990
2140,25654933100,3606,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,7,7,7,7,13,15,2008
2142,22949824600,3611,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22,25,25,31,31,31,31,31,43,43,43,53,53,2002
2144,7004238351,3612,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,4,4,1990
2145,6603925960,3615,0,2015,0,0,0,0,0,9,9,9,9,12,12,12,12,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1995
2147,6603175769,3618,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,2000
2149,56256897700,362,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,7,7,8,8,8,8,8,8,8,8,8,8,8,1991
2152,55916454000,3622,0,2004,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
2154,6602762273,363,0,2013,0,0,0,0,0,0,0,0,0,0,5,5,7,10,10,15,20,21,26,26,32,35,39,40,41,48,52,53,54,1992
2156,57200924841,3630,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,2002
2158,15129020600,3631,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,16,20,35,37,46,58,58,58,58,62,67,2005
2160,7006621131,3634,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,12,12,12,12,12,12,12,12,12,12,12,2004
2161,14632039900,3636,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,7,11,11,11,11,11,11,11,11,11,2004
2163,6603247239,3638,0,2007,0,0,0,0,2,2,2,2,2,8,8,10,10,10,18,18,21,21,27,40,40,41,44,48,53,53,57,61,61,1994
2167,55718239100,3644,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
2168,7007058021,3645,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,12,12,14,14,1996
2170,36513914200,3646,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,14,21,21,1990
2175,35807840800,3650,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,6,8,13,13,15,17,21,22,2004
2178,57204346368,3653,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1990
2180,7003515428,3655,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1990
2181,7003931623,3656,0,2010,0,0,0,0,3,7,7,10,13,23,32,39,48,54,54,61,61,61,68,80,90,90,96,96,98,98,102,109,114,1991
2183,6602978047,3657,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,1997
2184,35606387000,366,0,2015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1990
2187,36789935200,3661,0,2009,0,0,0,0,0,0,0,6,12,12,12,12,12,12,12,12,22,22,29,29,37,37,86,87,100,108,119,141,161,1996
2192,55721002600,3666,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,7,7,7,7,7,7,7,2008
2193,22957834200,3667,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,2008
2195,57196175695,3668,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,9,9,10,15,16,20,20,26,27,28,30,31,74,1997
2196,55880562100,3670,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,16,22,22,22,22,29,29,29,30,30,31,1999
2200,55880097600,3677,0,2013,0,0,0,0,0,0,0,0,2,2,2,5,5,5,5,5,5,10,13,16,24,24,25,27,28,31,31,34,37,1998
2202,24474598800,3678,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,15,15,15,15,15,15,15,15,1996
2206,7003295031,3683,0,2013,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1994
2207,7004062755,3685,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1990
2209,8529135100,3686,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2211,6701853631,3688,0,2012,0,0,0,0,0,0,0,0,0,0,3,6,9,10,13,15,17,62,71,72,74,82,85,87,91,96,98,99,101,1998
2212,7103215287,3689,0,2011,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1994
2215,6602505038,3691,0,2007,0,0,0,0,0,0,2,2,2,2,5,8,8,8,10,11,23,29,32,34,41,47,49,61,69,73,79,84,93,1995
2217,6603454752,3695,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997
2220,7004575149,3698,0,2010,0,0,0,0,0,0,0,0,0,0,0,10,13,13,20,20,20,38,38,49,61,64,64,68,92,98,100,109,118,1997
2222,55915241000,3699,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,12,13,14,19,20,21,24,24,25,2007
2224,7801685689,37,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,27,27,27,27,32,32,36,36,42,2007
2225,56124401100,3701,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,11,11,11,11,11,1990
2230,16021448600,3709,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,19,19,19,19,19,19,2004
