,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
3991,7005553843,5572,1,2016,7,7,7,7,7,7,10,11,12,15,16,27,27,36,36,43,68,70,79,87,107,120,120,123,131,131,136,139,139,1990
3994,7005560313,5574,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1996
3999,7005570455,5579,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1998
4000,7005572890,5581,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,1990
4002,7005575633,5582,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,23,27,31,31,31,41,44,49,49,75,75,75,75,2002
4004,7005578333,5584,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1994
4006,7005594427,5589,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,2003
4008,7005599897,5592,1,2010,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,6,14,18,19,28,34,44,49,58,60,62,63,1991
4009,7005604022,5594,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,6,1991
4011,7005610380,5596,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2000
4012,12141185800,56,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,3,32,32,35,35,44,47,47,49,49,49,49,49,49,49,49,57,1994
4016,7005634009,5601,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,10,10,16,16,1990
4019,7005647678,5608,1,2011,0,0,0,0,0,0,0,6,7,7,7,14,14,14,14,16,16,26,26,30,44,46,61,62,66,77,77,77,77,1990
4020,7005648889,5609,1,2013,0,0,0,0,0,0,0,0,0,0,0,12,27,27,36,37,69,77,86,115,138,167,188,193,215,215,233,251,262,1992
4021,19638350300,561,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2003
4025,7005668908,5613,1,2011,4,4,6,8,8,8,8,12,12,12,12,12,13,16,17,23,27,42,42,48,50,54,72,72,72,73,73,81,85,1990
4028,7005683967,5617,1,2015,0,0,0,0,3,3,3,3,3,3,11,13,15,28,31,32,40,53,63,66,66,66,77,89,89,93,93,98,98,1990
4030,7005692500,5619,1,2013,0,0,0,0,0,1,2,2,3,5,5,8,10,15,15,17,19,39,42,45,48,55,60,68,77,84,85,86,93,1995
4032,7005703550,5621,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8,1999
4035,7005722533,5626,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,1990
4037,7005726571,5628,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
4038,7005748022,5629,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,42,42,42,2003
4040,19640213500,563,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,13,14,16,17,17,18,19,2005
4042,7005751304,5630,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
4043,7005788982,5634,1,2012,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,6,6,6,15,19,19,19,21,21,21,22,22,22,22,1990
4044,7005799521,5635,1,2015,0,0,0,0,0,0,1,1,1,2,2,3,5,5,9,13,15,15,21,28,30,34,38,40,42,45,50,52,53,1996
4046,7005809476,5637,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,1999
4049,7005823803,5640,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,8,9,9,14,16,1997
4053,7005852405,5644,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1996
4056,7005862001,5648,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1997
4058,7005902506,5653,1,2010,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1990
4059,7005906500,5655,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,5,5,5,5,5,13,13,13,13,13,13,1990
4061,7005908279,5656,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,10,10,1996
4063,7005908284,5657,1,2012,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,6,6,6,6,8,11,15,23,28,28,33,37,40,44,2000
4065,7005912645,5659,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,9,9,2005
4066,7005912916,5660,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,35,50,50,54,54,79,79,88,88,88,88,88,88,2002
4068,7005913097,5661,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,61,130,130,218,218,218,1990
4070,7005913706,5662,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1996
4073,7005938648,5666,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1998
4077,20336583200,567,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9,13,13,17,22,34,48,59,61,74,2005
4079,7005954102,5670,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1990
4080,7005961909,5671,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,16,16,1990
4081,7005967662,5672,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1990
4082,7005970753,5673,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,28,28,28,35,2002
4085,7006009873,5677,1,2010,0,0,0,0,0,1,1,1,3,3,4,6,6,9,11,14,16,32,37,40,47,68,78,83,86,90,94,95,101,1995
4087,7006015976,5678,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2001
4095,20435540000,569,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,1992
4097,7006069150,5691,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,1990
4101,7006118880,5701,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,19,37,40,55,60,64,98,111,118,132,140,145,1996
4105,7006133263,5705,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,54,54,85,85,122,2002
4107,7006150112,5707,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2001
4108,7006150796,5708,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,29,32,32,36,36,36,36,1990
4111,7006153073,5710,1,2011,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997
4113,7006156481,5711,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,1990
4115,7006173270,5715,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2000
4116,7006174260,5716,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,10,10,10,10,10,1993
4118,7006177504,5717,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,81,81,98,1993
4120,7006190964,5718,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,6,6,6,6,1997
4122,20734419800,572,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,2007
4123,7006201952,5720,1,2012,0,0,0,0,0,0,0,0,2,2,2,2,21,21,21,21,48,60,75,75,81,93,99,99,119,119,120,120,120,1990
4125,7006211651,5721,1,2011,0,0,0,0,0,0,0,0,0,0,0,6,6,9,40,40,47,62,78,78,78,78,83,83,137,140,159,181,194,1999
4127,7006216110,5723,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
4129,7006219533,5724,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1990
4131,7006225966,5726,1,2016,6,6,6,6,6,6,12,17,23,23,25,26,29,29,33,40,45,46,66,72,72,72,74,116,116,119,119,119,119,1990
4133,7006231150,5727,1,2015,0,0,0,3,3,3,3,3,4,7,7,8,8,10,10,10,11,13,16,17,19,23,33,33,37,38,39,41,41,1993
4136,20735144400,573,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,9,11,11,11,14,19,19,20,20,2004
4137,7006241312,5731,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,11,11,11,27,27,27,27,1999
4139,7006270539,5736,1,2014,0,2,2,2,2,3,3,7,9,9,10,11,11,11,21,21,25,25,27,28,30,31,37,47,47,52,54,54,54,1995
4141,7006271915,5737,1,2010,0,0,0,5,5,21,21,33,40,40,43,61,67,74,108,108,114,114,117,117,126,130,130,142,144,147,147,147,148,1990
4142,7006283998,5740,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,6,12,15,22,30,42,44,44,44,48,48,55,60,1990
4147,7006303812,5747,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1990
4149,21533633900,575,1,2014,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1998
4150,7006311277,5750,1,2012,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1991
4151,7006323650,5751,1,2011,0,0,0,0,0,0,0,0,0,3,3,5,10,12,14,17,23,25,26,28,31,32,34,35,40,44,53,57,57,1997
4153,7006331140,5754,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,11,11,11,11,11,1990
4155,7006333438,5755,1,2012,0,0,0,0,0,0,0,0,0,0,17,19,24,24,24,24,31,31,31,31,31,31,38,38,38,38,38,38,38,1991
4159,7006359448,5759,1,2010,0,0,0,0,0,0,0,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,24,30,30,33,33,36,1993
4160,7006363369,5760,1,2015,0,0,0,0,0,1,1,1,1,2,2,2,4,7,20,21,24,39,40,57,58,62,75,80,105,163,163,165,179,1995
4162,7006382889,5763,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1993
4164,7006383426,5765,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,7,7,1990
4166,7006385593,5766,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,17,17,1997
4167,7006394349,5767,1,2011,0,0,0,0,0,0,0,6,6,6,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,1997
4168,7006397569,5768,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1990
4169,7006397571,5769,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,51,59,81,92,97,97,97,97,104,119,136,152,1993
4171,21734454100,577,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,2007
4174,7006404005,5771,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1997
4175,7006412374,5773,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1990
4179,7006463842,5783,1,2013,0,0,0,0,0,0,0,4,4,4,4,4,4,11,11,11,11,13,13,13,13,13,25,25,25,25,25,25,25,1990
4181,7006467976,5784,1,2010,0,0,0,0,7,9,9,21,21,21,21,41,49,62,62,65,75,86,91,91,91,91,91,91,91,91,91,113,113,1991
4183,7006478658,5787,1,2014,0,0,0,0,0,0,5,6,6,6,6,6,6,10,10,10,10,20,24,24,24,27,27,27,47,47,47,47,47,1990
4184,7006480116,5788,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,14,14,14,1993
4187,7006482048,5790,1,2011,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1994
4188,7006482986,5791,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,5,1997
4190,7006501790,5794,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,34,34,37,37,38,38,45,45,48,51,1994
4193,7006512212,5797,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,6,15,15,16,16,16,1993
4194,7006514344,5799,1,2010,0,0,0,0,0,0,0,0,0,4,4,8,8,8,14,14,14,24,31,31,33,33,33,33,33,33,33,33,38,1990
4195,12143087600,58,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,2005
4196,7006533184,5802,1,2012,0,0,1,3,3,11,16,18,24,27,36,39,45,48,50,53,53,54,58,60,62,62,62,62,64,65,65,67,67,1990
4198,7006545325,5804,1,2012,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,1990
4201,7006551412,5807,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1991
4203,7006555974,5809,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,1996
4204,21742183000,581,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,5,5,9,11,19,25,30,33,37,40,43,44,2002
4205,7006557106,5810,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1998
4206,7006561942,5811,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2004
4209,7006567033,5814,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,7,7,16,16,26,30,1993
4212,7006576695,5818,1,2010,0,0,0,0,0,0,3,3,3,10,10,10,10,13,13,14,14,17,17,17,19,20,21,28,34,37,38,42,42,1996
4213,21742186600,582,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,12,17,17,20,29,29,36,42,45,53,54,54,2004
4215,7006589503,5820,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1990
4217,7006604024,5823,1,2012,0,0,1,1,1,1,1,1,16,16,22,22,22,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1991
4218,7006604205,5824,1,2011,0,0,0,0,0,0,4,4,22,22,22,22,22,29,65,65,65,65,77,77,88,88,88,95,99,100,100,100,100,1992
4220,7006608722,5825,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1998
4221,7006611355,5826,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
4222,21742449200,583,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10,10,13,16,19,23,29,35,2007
4223,7006632163,5830,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
4224,7006643374,5831,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,17,17,17,17,21,35,35,1990
4226,7006646781,5832,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,2000
4227,7006647767,5833,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,10,17,17,19,34,1996
4230,7006670236,5838,1,2010,0,0,0,0,0,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1995
4231,21742496800,584,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2007
4234,7006690002,5843,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1996
4237,7006706404,5846,1,2016,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999
4239,7006734940,5849,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2006
4241,7006739986,5851,1,2012,0,0,0,0,0,0,0,0,0,3,3,16,27,29,38,38,41,52,56,56,57,57,73,74,74,79,79,89,90,1990
4244,7006768813,5857,1,2014,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,16,16,16,16,16,16,16,16,1992
4245,7006776563,5859,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1993
4247,21743356700,586,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2007
4248,7006780676,5862,1,2010,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
4250,7006782302,5863,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1992
4253,7006794364,5867,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,16,16,16,16,16,16,1990
4254,7006794820,5868,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1996
4257,7006820008,5870,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1991
4259,7006833126,5872,1,2011,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1990
4262,7006837939,5875,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,11,11,1996
4264,7006838764,5876,1,2012,0,0,0,0,0,0,6,6,6,6,6,10,14,14,16,16,28,28,28,35,37,41,41,51,56,56,58,71,86,1990
4267,7006856286,5879,1,2012,0,0,2,2,2,2,2,3,3,3,3,3,3,3,5,11,16,18,18,18,31,39,47,48,48,48,48,57,57,1992
4268,21833942700,588,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,19,33,33,34,34,38,44,50,2006
4270,7006856889,5880,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1996
4274,7006923178,5886,1,2016,0,0,0,0,0,0,0,0,16,25,25,32,40,40,40,41,41,52,52,52,63,63,88,88,88,88,91,93,112,1992
4276,7006940093,5889,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,9,9,18,29,29,29,38,48,49,49,56,1998
4277,7006952900,5890,1,2012,0,0,0,0,0,0,0,0,0,0,0,7,7,7,20,23,23,23,23,23,28,32,34,38,60,60,64,71,72,1990
4279,7006969975,5891,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1992
4280,7006975186,5892,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,7,7,11,12,12,12,12,12,12,28,1991
4281,7007011750,5894,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1996
4283,7007021998,5897,1,2011,0,0,0,0,0,11,11,11,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1991
4284,7007023640,5898,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,2000
4286,7007030575,5899,1,2012,2,2,2,4,4,4,4,5,5,10,10,13,13,13,14,17,17,21,25,30,30,35,37,40,41,42,47,54,64,1990
4287,12143954900,59,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,2002
4290,7007039026,5903,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,6,6,9,9,20,20,2002
4292,7007048591,5909,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,13,17,18,20,22,25,28,47,47,53,55,60,66,2001
4294,22133367700,591,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2007
4295,7007054038,5910,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1995
4297,7007061419,5914,1,2012,0,0,0,0,1,1,2,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,10,10,10,10,10,10,18,1992
4301,7007117671,5919,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,19,19,19,19,19,19,19,19,19,1990
4304,7007128655,5922,1,2011,0,0,0,0,0,1,1,6,17,17,18,18,18,26,26,26,26,32,36,42,42,42,46,56,61,67,67,67,67,1991
4305,7007131873,5923,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1990
4306,7007132777,5924,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1996
4308,7007154021,5926,1,2012,0,1,2,4,5,5,10,10,13,13,13,19,21,22,22,23,23,25,25,25,26,31,50,50,61,74,76,76,81,1990
4310,7007155308,5927,1,2014,0,0,0,0,0,0,0,0,20,20,22,22,58,58,74,74,74,97,97,99,99,99,102,144,144,144,156,156,185,1996
4312,7007164424,5929,1,2016,0,0,0,0,9,16,16,16,16,16,16,16,16,16,16,16,16,21,21,21,25,25,25,27,27,34,35,42,42,1990
4314,7007173650,5932,1,2016,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1999
4317,7101620298,5941,1,2011,0,0,0,0,0,5,5,5,5,5,5,5,5,12,12,12,12,12,17,30,37,37,53,53,53,53,53,53,53,1994
4319,7101638004,5943,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,14,17,20,22,34,34,34,34,34,2006
4320,7101649662,5944,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,72,72,72,2001
4321,7101662682,5945,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,9,9,9,1997
4322,7101671787,5946,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1991
4324,22134763400,595,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,21,21,26,31,31,38,38,38,38,38,38,38,1991
4326,7101682009,5950,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,5,7,7,8,8,2002
4330,7101724725,5958,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,11,11,13,16,19,20,24,39,48,50,1996
4331,7101725748,5959,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,41,41,41,41,51,51,51,51,51,1992
4333,22135299300,596,1,2010,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,1990
4335,7101737824,5961,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1998
4336,7101758784,5962,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,15,20,20,21,22,26,31,2002
4339,7101798013,5965,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
4341,7101803510,5967,1,2010,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,1992
4343,7101851931,5971,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,41,41,41,41,41,2001
4345,7101917320,5976,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,6,10,10,14,14,17,19,19,19,1992
4348,7101921631,5979,1,2013,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,1990
4349,7101942232,5981,1,2010,0,0,0,0,0,0,0,0,0,0,2,9,9,9,12,16,24,24,28,28,29,29,29,29,29,33,33,33,33,2000
4351,7101987347,5985,1,2015,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,6,7,11,12,17,19,20,21,22,23,23,24,25,1999
4353,7101990081,5986,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,5,7,7,7,7,7,7,7,1997
